city,state_name,county_name,population,zip_counts,trx_counts,presc_counts
PALM HARBOR,FL,PINELLAS,62310,5,20179,105
CHARLESTON,SC,CHARLESTON,628377,15,70665,680
SOUTH SAN FRANCISCO,CA,SAN MATEO,67789,3,10877,80
LEBANON,MO,LACLEDE,14798,1,9699,33
PORTAGE,MI,KALAMAZOO,49445,3,19903,98
NASSAWADOX,VA,NORTHAMPTON,478,1,3521,15
WAYNESBORO,TN,WAYNE,2419,1,3170,13
WOODLAND,CA,YOLO,60598,2,13029,79
WESTMINSTER,MD,CARROLL,18640,2,16676,102
SHORELINE,WA,KING,57027,4,3912,43
SOUTH ELGIN,IL,KANE,24755,1,1241,10
CARLSBAD,NM,EDDY,34031,2,7897,35
ROCK POINT,AZ,APACHE,593,1,263,1
MASSAPEQUA,NY,NASSAU,21784,1,13189,87
OPP,AL,COVINGTON,6390,1,3890,11
LOUISVILLE,MS,WINSTON,5983,1,3601,20
GRANT,NE,PERKINS,1115,1,1793,10
CARLISLE,IA,WARREN,4396,1,1439,5
WHITE HOUSE,TN,SUMNER,12638,1,6773,10
SEYMOUR,WI,OUTAGAMIE,3503,1,843,5
LAKE IN THE HILLS,IL,MCHENRY,28634,1,485,5
COLUMBIANA,OH,COLUMBIANA,7931,1,5491,17
WILLITS,CA,MENDOCINO,8055,1,1708,10
WEST FARGO,ND,CASS,37058,1,1435,12
COLBERT,GA,MADISON,598,1,235,4
LAURIE,MO,MORGAN,967,2,456,3
HOUSTON,MN,HOUSTON,965,1,469,3
PAOLI,IN,ORANGE,3627,1,1771,4
JEFFERSON,OH,ASHTABULA,3071,1,2181,5
MARCELLUS,MI,CASS,1139,1,99,1
BLAKELY,PA,LACKAWANNA,6210,2,123,2
KNOX,PA,CLARION,1069,1,1268,2
PORT WENTWORTH,GA,CHATHAM,9641,1,16,1
BRIMFIELD,IL,PEORIA,828,1,283,1
RED LAKE FALLS,MN,RED LAKE,1418,1,33,1
LUTCHER,LA,ST. JAMES,3183,1,1394,6
QUITMAN,MS,CLARKE,2111,1,2419,8
LAKELAND,TN,SHELBY,12642,1,613,7
BROOKHAVEN,GA,DEKALB,55554,3,937,3
MAPLETON,IL,PEORIA,269,1,48,1
WRIGHT CITY,MO,WARREN,4309,1,438,1
COLLBRAN,CO,MESA,698,1,156,2
EAST RANCHO DOMINGUEZ,CA,LOS ANGELES,15792,1,115,1
LAUREL,DE,SUSSEX,4356,1,1360,7
FRESNO,CA,FRESNO,703498,49,125271,762
CAMBRIDGE,MD,DORCHESTER,14178,1,6864,37
SYRACUSE,NY,ONONDAGA,404223,19,56112,530
LAWRENCEVILLE,NJ,MERCER,3949,1,10364,78
EAST LANSING,MI,INGHAM,48145,3,11630,143
WINTER PARK,FL,ORANGE,30825,3,21809,179
MARYVILLE,TN,BLOUNT,29742,4,17295,92
VERO BEACH,FL,INDIAN RIVER,17503,6,32073,192
KANKAKEE,IL,KANKAKEE,77429,1,18834,74
GARDENA,CA,LOS ANGELES,59329,2,8737,40
MENOMONIE,WI,DUNN,18159,1,6635,38
MURPHY,NC,CHEROKEE,1657,1,2754,17
GLASSBORO,NJ,GLOUCESTER,20288,1,1894,12
MCPHERSON,KS,MCPHERSON,13061,1,3575,18
WENATCHEE,WA,CHELAN,72350,1,18905,155
NEWCASTLE,CA,PLACER,1208,1,14,1
GARLAND,UT,BOX ELDER,2590,1,568,3
ROBINSON,IL,CRAWFORD,7513,1,4850,16
CLEMSON,SC,PICKENS,17501,2,5315,22
WASCO,CA,KERN,28710,1,834,5
PINE GROVE,CA,AMADOR,1762,1,383,1
PENNDEL,PA,BUCKS,2157,1,408,4
WEST JEFFERSON,OH,MADISON,4797,2,1542,4
DERMOTT,AR,CHICOT,3019,1,760,8
BELLE,WV,KANAWHA,1126,1,28,2
PITTSFIELD,IL,PIKE,4254,1,3976,16
MIDDLETOWN,MD,FREDERICK,4792,1,465,8
NEW RICHMOND,OH,CLERMONT,2966,1,1283,2
GLENCOE,MN,MCLEOD,5544,1,1416,15
TIPTON,IN,TIPTON,6348,1,2438,16
GERING,NE,SCOTTS BLUFF,8128,1,3027,10
NANTICOKE,PA,LUZERNE,10312,1,7723,12
RICHWOOD,WV,NICHOLAS,1855,1,1388,3
MADISON,SD,LAKE,7270,1,2219,9
SLATON,TX,LUBBOCK,5890,1,357,2
MCLOUD,OK,POTTAWATOMIE,4743,1,280,3
CARLYLE,IL,CLINTON,4175,1,2367,5
ADVANCE,MO,STODDARD,1336,1,172,1
BELMAR,NJ,MONMOUTH,5545,2,305,2
EAST ALTON,IL,MADISON,5954,3,516,8
LAVONIA,GA,FRANKLIN,2200,1,1601,5
MENOMINEE,MI,MENOMINEE,8029,1,213,3
PHILO,IL,CHAMPAIGN,1400,1,321,2
CALDWELL,KS,SUMNER,987,1,746,2
RUTLEDGE,TN,GRAINGER,1355,1,1202,3
FALL RIVER,MA,BRISTOL,89541,7,60981,243
MANORVILLE,NY,SUFFOLK,13257,1,182,4
ELMWOOD PARK,IL,COOK,24098,1,1820,15
VANCOUVER,WA,CLARK,184463,10,64991,478
CARY,NC,WAKE,170282,6,23001,232
WINSTON-SALEM,NC,FORSYTH,422269,26,25629,137
PALO ALTO,CA,SANTA CLARA,65364,7,20808,301
PALOS HILLS,IL,COOK,17060,1,2462,15
ALBANY,NY,ALBANY,586383,38,65756,504
EL DORADO,KS,BUTLER,14648,1,4593,22
PIGEON,MI,HURON,1120,1,1718,5
POCATELLO,ID,BANNOCK,72878,5,14754,149
CARTHAGE,NY,JEFFERSON,3289,1,3106,19
METAMORA,IL,WOODFORD,3713,1,1138,5
WESLEY CHAPEL,FL,PASCO,58208,4,10944,85
JAMESTOWN,TN,FENTRESS,2106,1,7859,12
CATONSVILLE,MD,BALTIMORE,41547,2,11028,75
REINHOLDS,PA,LANCASTER,2129,1,784,6
FLORHAM PARK,NJ,MORRIS,11496,2,4098,51
FRANKFORT,KY,FRANKLIN,38852,8,15497,52
CHISAGO CITY,MN,CHISAGO,5224,1,1647,7
MANNING,SC,CLARENDON,4735,1,5265,30
HUNTINGTON PARK,CA,LOS ANGELES,57509,1,12622,63
RUSSELL SPRINGS,KY,RUSSELL,2638,1,2441,9
SOUTH FALLSBURG,NY,SULLIVAN,2168,3,127,2
MALVERN,OH,CARROLL,2661,1,578,2
GRANITE CITY,IL,MADISON,28158,2,8287,37
CATAWISSA,PA,COLUMBIA,1466,1,1133,2
JAMESTOWN,KY,RUSSELL,1791,1,3433,7
STILLWATER,OK,PAYNE,50299,5,9840,48
LA VERNE,CA,LOS ANGELES,31974,1,3646,11
ORD,NE,VALLEY,2076,1,2681,10
ELECTRA,TX,WICHITA,2730,1,566,3
DAVIDSON,NC,MECKLENBURG,13054,2,1769,15
BROOKER,FL,BRADFORD,336,1,174,2
BEAR,DE,NEW CASTLE,20850,2,3333,20
KONAWA,OK,SEMINOLE,1197,1,957,8
POTOMAC,MD,MONTGOMERY,45940,4,496,11
BUENA VISTA,VA,BUENA VISTA,6478,1,599,1
ALLISON,IA,BUTLER,973,1,649,2
SOUTH WILLIAMSPORT,PA,LYCOMING,6068,1,2756,6
HARTVILLE,OH,STARK,3079,1,3304,8
BLANCHARD,OK,MCCLAIN,8907,1,674,5
LAKE CARMEL,NY,PUTNAM,8067,1,111,1
NORTH EAST,MD,CECIL,3642,2,1152,4
PARK RIVER,ND,WALSH,1338,1,1847,4
CHERRYVILLE,NC,GASTON,6682,1,1601,8
SEYMOUR,TX,BAYLOR,2550,1,1872,6
BELLE FOURCHE,SD,BUTTE,5702,1,1330,6
KULA,HI,MAUI,7621,2,124,3
TANNERSVILLE,NY,GREENE,516,1,519,3
MOUNT OLIVE,MS,COVINGTON,912,1,704,2
WALKERSVILLE,MD,FREDERICK,6415,1,440,5
CANYON LAKE,TX,COMAL,25325,4,88,1
BRASHER FALLS,NY,ST. LAWRENCE,796,1,310,2
PRINCETON,WI,GREEN LAKE,1169,1,784,2
SACRAMENTO,CA,SACRAMENTO,1898019,86,182387,1369
OROVILLE,CA,BUTTE,49513,3,16762,66
DODGEVILLE,WI,IOWA,4757,2,1687,9
MONTEREY PARK,CA,LOS ANGELES,59669,3,34419,115
DELAND,FL,VOLUSIA,34851,3,17846,71
LULING,LA,ST. CHARLES,14049,1,3477,24
OAKLAND,CA,ALAMEDA,433031,29,69290,618
GLOUCESTER,MA,ESSEX,30430,2,5892,28
MANCELONA,MI,ANTRIM,1366,1,596,2
GUNTERSVILLE,AL,MARSHALL,8571,1,8579,33
NEWPORT,VT,ORLEANS,4257,1,2098,19
WAYNE,NE,WAYNE,5660,1,1503,7
WALLINGTON,NJ,BERGEN,11495,1,738,6
PACIFIC,MO,FRANKLIN,10661,1,1288,2
NORTH RIDGEVILLE,OH,LORAIN,34392,1,228,2
NORTH WARREN,PA,WARREN,1807,1,700,7
BUFFALO,OK,HARPER,1287,2,29,1
SPRUCE PINE,NC,MITCHELL,4630,1,4140,18
COOS BAY,OR,COOS,32159,2,10660,57
SANTA FE SPRINGS,CA,LOS ANGELES,17630,3,1490,10
GATE CITY,VA,SCOTT,1869,1,1498,3
REEDSVILLE,PA,MIFFLIN,492,1,2193,4
CASS CITY,MI,TUSCOLA,2276,1,1854,8
NORTHGLENN,CO,ADAMS,38819,4,1388,6
COUNCIL,ID,ADAMS,894,1,145,2
DORADO,PR,DORADO,12695,1,6872,33
CHILLICOTHE,IL,PEORIA,6012,1,1043,5
WOODMERE,NY,NASSAU,17470,3,4127,22
DESTIN,FL,OKALOOSA,14247,2,4896,28
NEWELL,SD,BUTTE,597,1,51,2
CHINA,TX,JEFFERSON,1206,2,223,1
BRISTOL,VA,BRISTOL,16762,5,4181,14
BRANFORD,FL,SUWANNEE,732,1,1145,3
CALEDONIA,MN,HOUSTON,2753,1,403,2
FARMVILLE,NC,PITT,4928,1,5403,10
DELTA JUNCTION,AK,SOUTHEAST FAIRBANKS,928,1,175,3
PEPPER PIKE,OH,CUYAHOGA,6330,1,184,3
GILMAN,WI,TAYLOR,392,1,39,1
VALE,OR,MALHEUR,1818,1,240,2
PLENTYWOOD,MT,SHERIDAN,1732,1,665,1
CHITTENANGO,NY,MADISON,4852,1,1523,5
TUCKAHOE,NY,WESTCHESTER,6549,1,382,6
BRINKLEY,AR,MONROE,2590,1,697,4
BICKNELL,UT,WAYNE,336,1,317,4
OAKLAND,NJ,BERGEN,12926,1,3423,11
BARGERSVILLE,IN,JOHNSON,8076,3,35,1
ORANGE COVE,CA,FRESNO,11059,1,565,4
MCMURRAY,PA,WASHINGTON,4215,2,190,4
MOREHEAD,KY,ROWAN,8044,1,15416,54
DOBBS FERRY,NY,WESTCHESTER,11027,1,1459,10
RUTHERFORD,NJ,BERGEN,18303,1,2577,19
GRAFTON,WI,OZAUKEE,11715,1,3206,33
LANSDOWNE,VA,LOUDOUN,12354,2,1853,22
WINFIELD,KS,COWLEY,11943,1,5869,24
MERRICK,NY,NASSAU,20130,2,2567,19
PLYMOUTH,IN,MARSHALL,12433,1,6029,31
ENGLEWOOD CLIFFS,NJ,BERGEN,5354,1,2585,21
FLUSHING,MI,GENESEE,7880,1,1979,16
SOUTH PORTLAND,ME,CUMBERLAND,25532,1,2771,44
FAIRBORN,OH,GREENE,33876,1,4795,16
JUNCTION CITY,KS,GEARY,35677,1,2681,20
PARAMOUNT,CA,LOS ANGELES,53955,1,5832,35
BYHALIA,MS,MARSHALL,1210,1,2297,15
THIENSVILLE,WI,OZAUKEE,3125,1,577,5
VIENNA,VA,FAIRFAX,16485,2,3811,49
WESTBROOK,ME,CUMBERLAND,19074,2,6775,36
PINE ISLAND,MN,GOODHUE,3475,1,478,4
VINTON,TX,EL PASO,2022,1,494,3
MISSION,KS,JOHNSON,9911,5,4886,21
PICAYUNE,MS,PEARL RIVER,16832,3,6186,24
WINTER GARDEN,FL,ORANGE,46051,1,5582,25
BLYTHE,CA,RIVERSIDE,19682,2,1280,6
CLOVERDALE,CA,SONOMA,9205,1,732,5
WAPATO,WA,YAKIMA,7627,1,17,1
DONGOLA,IL,UNION,678,1,727,2
LANSING,KS,LEAVENWORTH,11949,2,3520,18
DAMASCUS,VA,WASHINGTON,775,1,1337,3
DUMFRIES,VA,PRINCE WILLIAM,5922,1,1176,11
MOUND,MN,HENNEPIN,9509,1,299,3
GOBLES,MI,VAN BUREN,798,1,411,2
PINCKNEY,MI,LIVINGSTON,2420,1,809,8
TWENTYNINE PALMS,CA,SAN BERNARDINO,26073,2,276,2
TWO HARBORS,MN,LAKE,3529,1,861,7
MARION,IA,LINN,40359,1,3495,16
MOGADORE,OH,SUMMIT,3821,1,1452,5
ROLLA,ND,ROLETTE,1252,1,405,2
ELLENTON,FL,MANATEE,4192,2,1306,8
TUSKEGEE,AL,MACON,8142,3,81,3
WESTLEY,CA,STANISLAUS,968,2,378,1
ELIZABETHTOWN,NC,BLADEN,3378,1,3899,12
GARDEN CITY,SC,HORRY,10669,2,1251,4
HIGHLAND HILLS,OH,CUYAHOGA,960,2,165,1
BENTONVILLE,AR,BENTON,54909,2,10254,59
SPRINGFIELD,IL,SANGAMON,158509,31,66074,514
ROANOKE,VA,ROANOKE,214674,37,64832,411
CLEVELAND,TX,LIBERTY,10690,2,7630,26
CROMWELL,MN,CARLTON,232,1,1181,1
MIAMI BEACH,FL,MIAMI-DADE,88885,6,32955,207
DERBY,CT,NEW HAVEN,12339,1,3095,29
CUPERTINO,CA,SANTA CLARA,59276,4,2368,23
MAYFLOWER,AR,FAULKNER,2391,1,670,2
FLAGSTAFF,AZ,COCONINO,81974,5,12451,131
CRESTLINE,OH,CRAWFORD,4425,2,286,3
DUNCAN,OK,STEPHENS,22344,3,11819,39
FAIRVIEW,OK,MAJOR,2594,1,340,4
CAVE SPRING,GA,FLOYD,1070,1,1089,1
FORT MITCHELL,KY,KENTON,8241,2,2025,9
NORTH CONWAY,NH,CARROLL,2179,2,3445,15
QUINCY,FL,GADSDEN,7957,2,4183,15
WAXAHACHIE,TX,ELLIS,37988,2,6284,41
SANDERS,AZ,APACHE,608,1,101,2
LEBANON,VA,RUSSELL,3147,1,8260,29
HEATH SPRINGS,SC,LANCASTER,1019,1,1197,3
HAVELOCK,NC,CRAVEN,20677,2,1691,7
SLINGER,WI,WASHINGTON,5565,1,1380,6
PLEASANT HILL,IA,POLK,10019,1,3344,15
HALEYVILLE,AL,WINSTON,4142,1,6684,14
BELLEVILLE,KS,REPUBLIC,1879,1,2132,7
WESTWOOD,KS,JOHNSON,1641,1,2508,19
SULTAN,WA,SNOHOMISH,9246,1,470,2
HAWTHORN WOODS,IL,LAKE,8666,1,390,1
MONTPELIER,ID,BEAR LAKE,2538,1,1532,8
KINSLEY,KS,EDWARDS,1353,1,1933,5
CHURCH POINT,LA,ACADIA,4388,1,1575,8
KOUTS,IN,PORTER,1958,1,186,1
MEMPHIS,IN,CLARK,891,1,11,1
CHESTER,CA,PLUMAS,2145,1,1063,8
COALPORT,PA,CLEARFIELD,491,1,271,3
OLD WESTBURY,NY,NASSAU,4614,2,373,5
MILLSTADT,IL,ST. CLAIR,3857,1,356,2
HEFLIN,AL,CLEBURNE,3409,1,1448,3
ELKHART,KS,MORTON,1758,1,836,4
ROSEVILLE,IL,WARREN,898,1,541,1
HOLTSVILLE,NY,SUFFOLK,19479,3,213,3
MONROVIA,IN,MORGAN,1504,1,20,1
LANSFORD,PA,CARBON,3803,1,357,1
FARMINGTON,IA,VAN BUREN,622,1,160,1
SABETHA,KS,NEMAHA,2583,1,1663,8
NORRISTOWN,PA,MONTGOMERY,34341,4,15007,90
SEBASTOPOL,CA,SONOMA,7674,2,2898,25
COLORADO SPRINGS,CO,EL PASO,642413,41,63132,605
KIRKLAND,WA,KING,93010,4,16525,150
BOWLING GREEN,KY,WARREN,95135,4,43143,224
GORDON,NE,SHERIDAN,1521,1,800,5
HENDERSON,NC,VANCE,20238,1,19912,61
GLEN ALLEN,VA,HENRICO,15488,3,6180,52
FAIRVIEW PARK,OH,CUYAHOGA,16161,1,4817,25
BAY SHORE,NY,SUFFOLK,29799,1,11189,119
GREENSBURG,IN,DECATUR,11960,1,5363,21
READING,PA,BERKS,267155,6,32160,148
WHEAT RIDGE,CO,JEFFERSON,31324,4,25333,119
SHELTON,CT,FAIRFIELD,41129,1,4972,40
CARSON CITY,NV,CARSON CITY,58756,9,21025,126
APACHE JUNCTION,AZ,PINAL,42571,4,2859,20
PALM SPRINGS,CA,RIVERSIDE,48518,4,26205,138
NEW BOSTON,TX,BOWIE,4768,1,1885,6
PHARR,TX,HIDALGO,79112,1,8786,27
SYLVA,NC,JACKSON,2738,1,11284,48
HOMER,LA,CLAIBORNE,2834,1,4373,12
WAPPINGERS FALLS,NY,DUTCHESS,5544,1,2906,29
TUSTIN,CA,ORANGE,79348,5,7130,59
ROMA,TX,STARR,11490,1,1925,4
MARBLEHEAD,OH,OTTAWA,864,1,610,2
ISHPEMING,MI,MARQUETTE,12198,1,2580,6
JERICHO,NY,NASSAU,13889,2,2967,12
MAYWOOD,CA,LOS ANGELES,26973,1,685,11
METTER,GA,CANDLER,3942,1,3197,8
CANASTOTA,NY,MADISON,4544,1,767,4
IRONDALE,AL,JEFFERSON,12893,2,210,7
CHESTER,SC,CHESTER,8967,1,2090,9
EVANSTON,WY,UINTA,11641,1,1950,22
WAYNE CITY,IL,WAYNE,993,1,52,2
PAMPA,TX,GRAY,17230,2,3595,15
HARTSVILLE,TN,TROUSDALE,11284,4,2156,8
MACHESNEY PARK,IL,WINNEBAGO,22677,1,100,5
DAMASCUS,MD,MONTGOMERY,15250,2,821,8
ABERDEEN PROVING GROUND,MD,HARFORD,2872,1,49,3
EL PASO,IL,WOODFORD,2730,1,1791,5
SCHOFIELD,WI,MARATHON,2166,1,185,2
ASHVILLE,AL,ST. CLAIR,2365,2,129,2
LIVINGSTON,TX,POLK,5242,2,10116,30
CAMBRIDGE,MA,MIDDLESEX,118927,7,25849,264
APOLLO BEACH,FL,HILLSBOROUGH,20947,2,1834,7
ALPHARETTA,GA,FULTON,67213,5,10362,110
COAMO,PR,COAMO,11012,1,10996,21
BOLIVAR,MO,POLK,11067,1,10781,39
GOODYEAR,AZ,MARICOPA,86840,5,11629,91
BISMARCK,ND,BURLEIGH,98345,5,28375,214
NAPERVILLE,IL,DUPAGE,148449,5,31544,252
LEESBURG,FL,LAKE,154574,5,28687,146
GAINESVILLE,VA,PRINCE WILLIAM,17287,3,1454,19
PETERSBURG,VA,PETERSBURG,31346,3,7282,56
HASTINGS,MI,BARRY,7670,1,4537,28
SAN ANGELO,TX,TOM GREEN,101004,9,31827,158
EAST ORANGE,NJ,ESSEX,64367,3,12069,53
KEYSER,WV,MINERAL,6361,1,6854,14
FLORESVILLE,TX,WILSON,8045,1,5517,25
PLEASANTON,TX,ATASCOSA,15148,1,3249,18
COLUMBUS,NE,PLATTE,23468,2,8714,26
CLIFTON,NJ,PASSAIC,85052,5,24607,175
JONESVILLE,LA,CATAHOULA,2000,1,895,2
FOREST GROVE,OR,WASHINGTON,25553,1,2619,22
ST. HENRY,OH,MERCER,2555,1,87,1
SANBORNVILLE,NH,CARROLL,555,1,1137,6
BREWSTER,WA,OKANOGAN,2357,1,887,12
GREENVILLE,KY,MUHLENBERG,4204,1,4486,20
ROSEAU,MN,ROSEAU,2804,1,1738,13
ETOWAH,NC,HENDERSON,7653,2,576,3
KERHONKSON,NY,ULSTER,2057,1,541,3
EL RENO,OK,CANADIAN,19965,2,2006,17
BONDUEL,WI,SHAWANO,1417,1,209,3
DECORAH,IA,WINNESHIEK,8051,2,4779,37
GAP,PA,LANCASTER,2581,2,1229,3
TALLASSEE,AL,ELMORE,4502,1,2836,13
VALDESE,NC,BURKE,4420,3,1858,11
SANTA ROSA,NM,GUADALUPE,2636,1,1091,10
FORT WASHINGTON,MD,PRINCE GEORGE'S,24237,2,1499,18
WILLOWS,CA,GLENN,7234,1,1804,7
OTTAWA,OH,PUTNAM,5147,1,1618,8
MCMINNVILLE,TN,WARREN,15570,2,4480,27
SINTON,TX,SAN PATRICIO,5738,1,2349,3
CARROLL,OH,FAIRFIELD,566,1,204,2
AMBRIDGE,PA,BEAVER,6601,1,2937,8
BELLEVILLE,PA,MIFFLIN,1760,1,229,2
NORTHVILLE,NY,SUFFOLK,1370,2,156,1
WADLEY,AL,RANDOLPH,714,1,11,1
ISLAND LAKE,IL,LAKE,8020,1,945,3
SPARTA,IL,RANDOLPH,4273,1,1006,10
SITKA,AK,SITKA,8493,1,467,11
STATELINE,NV,DOUGLAS,950,1,947,10
CARMICHAELS,PA,GREENE,442,1,1086,5
KENILWORTH,IL,COOK,2475,1,278,3
CLAYTON,CA,CONTRA COSTA,12265,1,465,2
AJO,AZ,PIMA,2841,1,90,3
BELLS,TX,GRAYSON,1515,1,689,1
WARSAW,VA,RICHMOND,1486,1,564,3
COTTAGE GROVE,WI,DANE,7143,1,186,3
NEW HEBRON,MS,LAWRENCE,421,1,61,1
URANIA,LA,LASALLE,1301,1,356,1
EAGLEVILLE,MO,HARRISON,300,1,28,1
RANSOM,KS,NESS,260,1,113,2
MOUNT ANGEL,OR,MARION,3930,1,381,4
PETROLIA,PA,BUTLER,198,1,572,2
MANHASSET,NY,NASSAU,7985,1,14066,167
YAZOO CITY,MS,YAZOO,14817,1,2711,15
LAS VEGAS,NV,CLARK,2104198,39,237356,1474
ORANGE CITY,FL,VOLUSIA,12335,2,20068,92
IDEAL,GA,MACON,439,1,1652,1
PALM COAST,FL,FLAGLER,417007,6,16943,86
MOUNT VERNON,WA,SKAGIT,71422,2,12852,128
WATERVILLE,ME,KENNEBEC,27054,2,9243,71
TRAVELERS REST,SC,GREENVILLE,5346,1,7638,19
BOWLING GREEN,OH,WOOD,32249,2,10101,49
YORKTOWN HEIGHTS,NY,WESTCHESTER,1393,1,6178,39
RAYMOND,MS,HINDS,3476,1,608,2
OLIVE HILL,KY,CARTER,1556,1,3344,10
TOPPENISH,WA,YAKIMA,14284,1,2174,12
WEST SALEM,IL,EDWARDS,851,1,2920,3
MANDAN,ND,MORTON,22752,1,2895,15
CLOVERDALE,IN,PUTNAM,2145,1,1143,2
MONCKS CORNER,SC,BERKELEY,11986,1,5500,28
NORTH BALTIMORE,OH,WOOD,3588,1,620,3
POWELLSVILLE,NC,BERTIE,244,2,1639,1
PRIOR LAKE,MN,SCOTT,27241,2,1515,9
FOWLER,CO,OTERO,1141,1,11,1
COFFEYVILLE,KS,MONTGOMERY,9827,1,4281,24
GROSSE POINTE PARK,MI,WAYNE,11050,1,2811,13
MORRIS,IL,GRUNDY,17296,1,5840,32
CLINTONDALE,NY,ULSTER,1414,2,76,1
SOUTH OGDEN,UT,WEBER,17199,2,1139,10
ONAGA,KS,POTTAWATOMIE,682,1,1728,9
NEW MARKET,VA,SHENANDOAH,2253,1,1166,6
WEST UNION,OH,ADAMS,3161,1,2176,8
CHASE CITY,VA,MECKLENBURG,2512,1,1282,6
CALHOUN,LA,OUACHITA,385,1,127,1
ODEBOLT,IA,SAC,943,1,189,1
MITCHELLVILLE,MD,PRINCE GEORGE'S,11547,2,703,7
VERMILLION,SD,CLAY,10926,1,2046,13
MONTICELLO,IL,PIATT,5534,1,2647,10
PICKENS,SC,PICKENS,3170,1,1701,6
IOWA,LA,CALCASIEU,3434,1,325,2
DIETERICH,IL,EFFINGHAM,595,1,113,1
PALM BEACH,FL,PALM BEACH,8816,1,124,4
TILDEN,NE,MADISON,930,1,192,2
MYRTLE POINT,OR,COOS,2559,1,238,3
GRANITE QUARRY,NC,ROWAN,3012,2,1626,3
CASCADE,IA,DUBUQUE,2329,1,352,3
OCEAN CITY,MD,WORCESTER,6944,2,378,8
FRANKLINTON,NC,FRANKLIN,2241,1,177,2
PELHAM,GA,MITCHELL,3466,2,1010,5
HORIZON CITY,TX,EL PASO,19642,1,371,3
THORNTOWN,IN,BOONE,1573,1,259,1
CAPE CORAL,FL,LEE,668382,9,30331,156
OVERLAND PARK,KS,JOHNSON,195494,19,41072,296
BUFFALO,NY,ERIE,914341,30,84898,639
ELIZABETHTON,TN,CARTER,13509,3,10164,36
AUBURN,CA,PLACER,35311,1,16466,104
FREMONT,NE,DODGE,27456,2,11095,44
MASSILLON,OH,STARK,32584,2,20049,65
HUDSON,FL,PASCO,11936,2,18216,86
ROCHESTER HILLS,MI,OAKLAND,74516,3,27198,185
HURRICANE,UT,WASHINGTON,22666,1,2296,10
SILVER BAY,MN,LAKE,1762,1,538,3
LAKE CHARLES,LA,CALCASIEU,156181,10,44953,284
BENBROOK,TX,TARRANT,23502,2,1959,16
MCKINLEYVILLE,CA,HUMBOLDT,17208,1,2857,12
FOX RIVER GROVE,IL,MCHENRY,4573,1,2704,15
BLUEFIELD,VA,TAZEWELL,4837,1,9267,26
HAUPPAUGE,NY,SUFFOLK,20005,3,5322,39
NEWTOWN,PA,SCHUYLKILL,236,1,7194,52
NEWTOWN,PA,BUCKS,2240,1,7194,52
JASPER,TX,JASPER,7750,1,8948,29
LEWISVILLE,NC,FORSYTH,14228,2,1535,10
BENKELMAN,NE,DUNDY,790,1,1197,3
OCEAN SHORES,WA,GRAYS HARBOR,6494,1,252,1
LEAKESVILLE,MS,GREENE,894,1,1164,4
WINCHESTER,TN,FRANKLIN,12299,1,7026,31
TYNDALL,SD,BON HOMME,1022,1,708,4
SOUTH HEMPSTEAD,NY,NASSAU,3184,2,108,2
WOODWORTH,LA,RAPIDES,1142,1,2717,5
SHINGLEHOUSE,PA,POTTER,1054,1,342,2
ELDORADO,IL,SALINE,4336,1,4578,15
JAY,FL,SANTA ROSA,634,1,3262,5
FLETCHER,NC,HENDERSON,8369,1,1050,9
RIVERSIDE,CT,FAIRFIELD,8604,1,569,4
ROUND LAKE,IL,LAKE,18100,1,82,3
HAWAIIAN GARDENS,CA,LOS ANGELES,14159,1,2035,9
PLAINVILLE,KS,ROOKS,1804,2,1809,5
LEESPORT,PA,BERKS,1891,1,924,5
TEA,SD,LINCOLN,6031,1,55,2
MIFFLIN,PA,JUNIATA,620,1,2882,4
THROOP,PA,LACKAWANNA,3896,1,14,1
MONTAUK,NY,SUFFOLK,3685,1,773,3
DENVER,CO,DENVER,2876625,54,93186,960
SOMERSET,PA,SOMERSET,11738,1,8314,38
DUARTE,CA,LOS ANGELES,21271,2,6922,84
MOUNT STERLING,KY,MONTGOMERY,11363,1,1199,7
FLOWERY BRANCH,GA,HALL,8325,2,1670,13
RAEFORD,NC,HOKE,4956,1,5897,25
OTTUMWA,IA,WAPELLO,24368,1,12728,48
HAMILTON,MS,MONROE,375,1,1632,2
RUCKERSVILLE,VA,GREENE,1335,1,328,4
WATSONVILLE,CA,SANTA CRUZ,77352,3,7734,57
PRESCOTT VALLEY,AZ,YAVAPAI,101539,4,7915,47
MADERA,CA,MADERA,84086,3,10374,54
HAYTI,MO,PEMISCOT,2969,1,4399,9
WIMBERLEY,TX,HAYS,3232,1,1211,5
PERTH AMBOY,NJ,MIDDLESEX,51390,2,5865,41
HAINES CITY,FL,POLK,26009,2,4864,14
DUSHORE,PA,SULLIVAN,556,1,1854,3
DAHLONEGA,GA,LUMPKIN,7294,2,6433,21
RUSSELLVILLE,KY,LOGAN,7109,1,5309,18
FLORENCE,MT,RAVALLI,643,1,576,6
HOMEWOOD,AL,JEFFERSON,25377,4,8289,43
LA PLATA,MD,CHARLES,9631,1,883,12
MIDVALE,UT,SALT LAKE,34124,1,3489,22
MARIPOSA,CA,MARIPOSA,1186,1,1097,7
LONE STAR,TX,MORRIS,1482,2,29,1
STANLEY,ND,MOUNTRAIL,2677,1,378,3
HARLEYSVILLE,PA,MONTGOMERY,9568,2,1622,8
TRIBUNE,KS,GREELEY,745,1,575,3
WASHINGTON,UT,WASHINGTON,29174,2,1020,5
